x,y,z,distance
135.144407,-38.37327848,-5452,195.7972752
135.1512446,-38.3677722,-5451,196.6522851
135.1580821,-38.36226592,-5450,197.507295
135.1649197,-38.35675963,-5449,198.362305
135.1717573,-38.35125335,-5450,199.2173149
135.1785948,-38.34574707,-5452,200.0723249
135.1854324,-38.34024078,-5459,200.9273348
135.19227,-38.3347345,-5462,201.7823447
135.1991075,-38.32922822,-5469,202.6373547
135.2059451,-38.32372193,-5476,203.4923646
135.2127826,-38.31821565,-5487,204.3473745
135.2196202,-38.31270937,-5497,205.2023845
135.2264578,-38.30720308,-5495,206.0573944
135.2332953,-38.3016968,-5501,206.9124043
135.2401329,-38.29619052,-5496,207.7674143
135.2469705,-38.29068423,-5483,208.6224242
135.253808,-38.28517795,-5483,209.4774341
135.2606456,-38.27967167,-5474,210.3324441
135.2674832,-38.27416538,-5470,211.187454
135.2743207,-38.2686591,-5459,212.0424639
135.2811583,-38.26315282,-5450,212.8974739
135.2879959,-38.25764653,-5450,213.7524838
135.2948334,-38.25214025,-5446,214.6074938
135.301671,-38.24663396,-5445,215.4625037
135.3085086,-38.24112768,-5444,216.3175136
135.3153461,-38.2356214,-5442,217.1725236
135.3221837,-38.23011511,-5442,218.0275335
135.3290212,-38.22460883,-5440,218.8825434
135.3358588,-38.21910255,-5441,219.7375534
135.3426964,-38.21359626,-5442,220.5925633
135.3495339,-38.20808998,-5442,221.4475732
135.3563715,-38.2025837,-5445,222.3025832
135.3632091,-38.19707741,-5446,223.1575931
135.3700466,-38.19157113,-5456,224.012603
135.3768842,-38.18606485,-5459,224.867613
135.3837218,-38.18055856,-5476,225.7226229
135.3905593,-38.17505228,-5491,226.5776328
135.3973969,-38.169546,-5498,227.4326428
135.4042345,-38.16403971,-5519,228.2876527
135.411072,-38.15853343,-5533,229.1426626
135.4179096,-38.15302715,-5533,229.9976726
135.4247472,-38.14752086,-5538,230.8526825
135.4315847,-38.14201458,-5536,231.7076925
135.4384223,-38.1365083,-5534,232.5627024
135.4452598,-38.13100201,-5535,233.4177123
135.4520974,-38.12549573,-5532,234.2727223
135.458935,-38.11998945,-5518,235.1277322
135.4657725,-38.11448316,-5502,235.9827421
135.4726101,-38.10897688,-5502,236.8377521
135.4794477,-38.10347059,-5496,237.692762
135.4862852,-38.09796431,-5484,238.5477719
135.4931228,-38.09245803,-5486,239.4027819
135.4999604,-38.08695174,-5481,240.2577918
135.5067979,-38.08144546,-5481,241.1128017
135.5136355,-38.07593918,-5477,241.9678117
135.5204731,-38.07043289,-5475,242.8228216
135.5273106,-38.06492661,-5476,243.6778315
135.5341482,-38.05942033,-5471,244.5328415
135.5409858,-38.05391404,-5470,245.3878514
135.5478233,-38.04840776,-5471,246.2428614
135.5546609,-38.04290148,-5470,247.0978713
135.5614984,-38.03739519,-5471,247.9528812
135.568336,-38.03188891,-5470,248.8078912
135.5751736,-38.02638263,-5470,249.6629011
135.5820111,-38.02087634,-5472,250.517911
135.5888487,-38.01537006,-5476,251.372921
135.5956863,-38.00986378,-5479,252.2279309
135.6025238,-38.00435749,-5480,253.0829408
135.6093614,-37.99885121,-5484,253.9379508
135.616199,-37.99334493,-5487,254.7929607
135.6230365,-37.98783864,-5491,255.6479706
135.6298741,-37.98233236,-5495,256.5029806
135.6367117,-37.97682607,-5498,257.3579905
135.6435492,-37.97131979,-5505,258.2130004
135.6503868,-37.96581351,-5511,259.0680104
135.6572244,-37.96030722,-5511,259.9230203
135.6640619,-37.95480094,-5524,260.7780303
135.6708995,-37.94929466,-5526,261.6330402
135.677737,-37.94378837,-5543,262.4880501
135.6845746,-37.93828209,-5557,263.3430601
135.6914122,-37.93277581,-5557,264.19807
135.6982497,-37.92726952,-5563,265.0530799
135.7050873,-37.92176324,-5572,265.9080899
135.7119249,-37.91625696,-5557,266.7630998
135.7187624,-37.91075067,-5560,267.6181097
135.7256,-37.90524439,-5560,268.4731197
135.7324376,-37.89973811,-5570,269.3281296
135.7392751,-37.89423182,-5557,270.1831395
135.7461127,-37.88872554,-5535,271.0381495
135.7529503,-37.88321926,-5546,271.8931594
135.7597878,-37.87771297,-5532,272.7481693
135.7666254,-37.87220669,-5519,273.6031793
135.7734629,-37.86670041,-5512,274.4581892
135.7803005,-37.86119412,-5497,275.3131992
135.7871381,-37.85568784,-5499,276.1682091
135.7939756,-37.85018156,-5495,277.023219
135.8008132,-37.84467527,-5480,277.878229
135.8076508,-37.83916899,-5478,278.7332389
135.8144883,-37.8336627,-5482,279.5882488
135.8213259,-37.82815642,-5476,280.4432588
135.8281635,-37.82265014,-5474,281.2982687
135.835001,-37.81714385,-5471,282.1532786
135.8418386,-37.81163757,-5475,283.0082886
135.8486762,-37.80613129,-5476,283.8632985
135.8555137,-37.800625,-5479,284.7183084
135.8623513,-37.79511872,-5481,285.5733184
135.8691889,-37.78961244,-5482,286.4283283
135.8760264,-37.78410615,-5482,287.2833382
135.882864,-37.77859987,-5478,288.1383482
135.8897015,-37.77309359,-5471,288.9933581
135.8965391,-37.7675873,-5472,289.8483681
135.9033767,-37.76208102,-5463,290.703378
135.9102142,-37.75657474,-5463,291.5583879
135.9170518,-37.75106845,-5453,292.4133979
135.9238894,-37.74556217,-5433,293.2684078
135.9307269,-37.74005589,-5433,294.1234177
135.9375645,-37.7345496,-5414,294.9784277
135.9444021,-37.72904332,-5397,295.8334376
135.9512396,-37.72353704,-5402,296.6884475
135.9580772,-37.71803075,-5394,297.5434575
135.9649148,-37.71252447,-5397,298.3984674
135.9717523,-37.70701818,-5372,299.2534773
135.9785899,-37.7015119,-5361,300.1084873
135.9854275,-37.69600562,-5376,300.9634972
135.992265,-37.69049933,-5371,301.8185071
135.9991026,-37.68499305,-5360,302.6735171
136.0059401,-37.67948677,-5368,303.528527
136.0127777,-37.67398048,-5365,304.383537
136.0196153,-37.6684742,-5382,305.2385469
136.0264528,-37.66296792,-5381,306.0935568
136.0332904,-37.65746163,-5363,306.9485668
136.040128,-37.65195535,-5370,307.8035767
136.0469655,-37.64644907,-5373,308.6585866
136.0538031,-37.64094278,-5366,309.5135966
136.0606407,-37.6354365,-5366,310.3686065
136.0674782,-37.62993022,-5357,311.2236164
136.0743158,-37.62442393,-5357,312.0786264
136.0811534,-37.61891765,-5344,312.9336363
136.0879909,-37.61341137,-5337,313.7886462
136.0948285,-37.60790508,-5337,314.6436562
136.1016661,-37.6023988,-5322,315.4986661
136.1085036,-37.59689252,-5305,316.353676
136.1153412,-37.59138623,-5298,317.208686
136.1221787,-37.58587995,-5296,318.0636959
